333028	1098432
333031	584807
333034	15298
333035	9960
333037	336147
333037	651536
333039	7759
333040	9169
333044	333041
333049	333043
333051	333048
333053	333047
333055	333045
333057	4243
333067	333046
333068	333061
333070	333060
333071	333059
333073	333056
333075	333054
333076	333052
333078	333058
333081	333072
333083	333074
333084	333077
333086	12947
333088	333079
333091	333080
333093	333082
333095	333085
333096	333087
333097	333089
333098	3439
333099	333092
333100	333094
333101	336216
333102	139424
333103	11980
333104	635544
333105	135271
333107	336143
333109	3801
333113	786449
333117	13572
333118	10632
333124	333130
333126	139616
333126	804661
333127	333133
333127	685000
333128	11922
333140	12064
333141	333136
333142	333134
333143	333135
333144	139764
333145	333137
333146	333138
333148	792197
333153	372981
333154	136364
333155	10804
333158	333159
333158	427110
333168	333166
333169	333167
333171	333170
333179	333177
333180	333176
333181	333175
333182	333174
333183	333178
333184	333173
333185	333188
333189	139056
333190	336131
333193	485229
333194	15460
333196	9503
333197	9395
333198	336167
333199	136655
333200	129237
333208	130323
333209	483853
333210	13588
333210	839073
333211	333517
333212	483831
333215	139670
333216	330989
333220	483823
333224	378278
333226	1358008
333227	8769
333228	336150
333231	128356
333232	435886
333233	119790
333234	10018
333235	128577
333236	333244
333237	333245
333238	333246
333239	181572
333240	8550
333241	333247
333242	333248
333243	1102272
333257	127600
333258	333253
333260	333252
333261	333250
333266	333251
333268	333255
333270	333262
333271	333267
333273	333265
333275	333264
333278	333263
333279	333269
333281	333272
333282	333274
333284	1099403
333285	333276
333287	333280
333292	333283
333295	333286
333296	333289
333297	333290
333299	333288
333301	333293
333303	333291
333304	333294
333305	333298
333306	333302
333307	333300
333308	1102273
333309	1102274
333310	6521
333311	478105
333312	333314
333313	1102275
333331	333322
333332	333323
333333	333325
333334	333326
333335	333321
333336	333324
333337	333327
333338	333328
333339	333329
333340	135507
333341	333356
333342	333330
333343	333353
333344	1102276
333344	1102277
333345	6003
333346	127928
333350	129344
333351	455205
333362	333360
333363	333361
333367	333359
333369	333365
333370	333364
333374	333366
333376	333375
333378	333371
333380	333368
333382	333377
333383	333373
333384	333379
333388	333381
333390	333386
333392	333387
333394	333385
333396	333389
333397	333393
333400	333391
333401	333395
333402	333398
333403	333399
333406	333404
333408	333405
333411	333407
333412	333409
333415	333410
333418	333416
333419	333414
333421	333413
333425	333417
333427	333420
333429	333422
333431	333424
333432	333426
333433	333430
333434	333423
333435	333428
333436	12246
333438	132842
333456	333440
333457	333444
333458	333441
333459	333447
333460	333451
333461	333449
333462	333453
333463	333455
333464	333315
333465	333317
333466	333316
333467	333318
333468	333320
333469	333319
333470	333471
333472	333473
333472	439165
333474	333475
333477	333478
333480	333481
333482	1098822
333483	333484
333491	333492
333493	1102349
333494	333495
333496	14705
333497	133369
333498	331055
333500	7128
333501	1115695
333503	483880
333504	336136
333510	128030
333511	483872
333524	333514
333525	333515
333526	333516
333527	11110
333528	333512
333529	333513
333530	333521
333531	333522
333532	333523
333534	333518
333535	333519
333537	333520
333538	333536
333539	333533
333542	333540
333543	333541
333548	333544
333554	333547
333556	333546
333559	333545
333561	333550
333562	333551
333563	333553
333565	333557
333567	333558
333569	333549
333572	333555
333573	333552
333575	7982
333577	333560
333579	333564
333581	333566
333583	333570
333584	333571
333585	333574
333586	333580
333587	333582
333588	333568
333589	333576
333590	333578
333591	333592
333593	850965
333593	850966
333595	333598
333599	663092
333600	333601
333603	1105561
333605	333606
333607	399311
333609	333610
333611	1077116
333612	333613
333615	333616
333617	333618
333619	333620
333621	333622
333623	333624
333625	333626
333627	333628
333629	139224
333632	333638
333633	333634
333648	333637
333649	333639
333650	13192
333651	333644
333652	333646
333653	333641
333655	127479
333657	333680
333659	333683
333661	333685
333663	135732
333663	839074
333666	13079
333668	333689
333669	15111
333670	12546
333670	413907
333672	332287
333673	136233
333675	333692
333677	7663
333678	133417
333678	483883
333679	333694
333682	11945
333698	333695
333700	333696
333704	333697
333705	333699
333708	333701
333709	333702
333710	333703
333711	333706
333713	333707
333715	333714
333716	333712
333718	7059
333725	333717
333726	333719
333728	333720
333729	333721
333730	333722
333730	825119
333731	333723
333734	333724
333735	12555
333736	333733
333742	333727
333745	333739
333746	333740
333747	10379
333747	333741
333747	432668
333748	333738
333749	333732
333751	333737
333752	333743
333755	333744
333757	333750
333758	333753
333759	333754
333760	333756
333761	128311
333762	15047
333763	333828
333766	8487
333767	333830
333768	135778
333770	127584
333771	483890
333772	132211
333775	336067
333776	9670
333777	336141
333779	132134
333780	12197
333781	2342871
333783	131856
333784	483887
333785	15536
333787	3846
333789	14288
333792	131279
333797	333795
333798	483899
333804	9964
333805	10003
333806	127974
333807	130586
333808	130626
333811	1101588
333817	333824
333818	333825
333819	333826
333820	333827
333821	885759
333822	133379
333832	333860
333833	333861
333834	333862
333835	139597
333836	1066795
333837	1066796
333838	1066798
333839	1066799
333839	1066800
333840	800209
333841	1066807
333843	9254
333843	9255
333844	960198
333845	483913
333846	9055
333847	128255
333848	335922
333849	483910
333851	823834
333852	490856
333853	1066802
333854	10779
333855	1066834
333855	1066835
333856	1066831
333857	1066828
333858	128252
333859	132553
333869	333867
333870	333863
333871	333865
333892	333872
333893	333873
333894	333874
333895	333875
333896	333876
333897	333877
333898	333878
333899	333883
333900	333884
333901	333885
333902	333886
333903	333879
333904	333880
333905	333882
333906	333881
333907	333887
333908	13729
333909	333888
333910	333890
333911	333891
333912	333889
333915	3430
333916	333914
333917	333913
333921	133702
333922	127772
333923	333918
333923	500893
333923	500894
333923	585111
333923	998671
333924	333919
333925	333920
333927	333926
333928	333929
333928	475060
333938	333931
333939	333930
333940	333937
333941	333936
333942	333935
333943	333933
333944	333934
333945	333932
333946	7167
333947	8131
333951	333949
333953	333950
333954	14958
333957	333948
333959	1066822
333962	483934
333966	333956
333968	333958
333969	333955
333972	333963
333973	333960
333974	333961
333976	333965
333977	333967
333978	333970
333980	333971
333981	333979
333982	336174
333984	333952
333988	333975
333989	333983
333990	333985
333991	333986
333992	333987
333994	333993
333997	333996
333998	333995
334026	333999
334027	334000
334028	334003
334029	334002
334030	334001
334031	334004
334032	334005
334033	334006
334034	334007
334035	334008
334036	334009
334037	334010
334038	334011
334039	334012
334040	334013
334041	334014
334042	334015
334043	334016
334044	334017
334045	334018
334046	334020
334047	334021
334048	483933
334049	13229
334050	334019
334051	334023
334052	334024
334053	334025
334057	334054
334058	334055
334059	334056
334064	334060
334065	334061
334067	334062
334069	334066
334071	334068
334072	334070
334073	334083
334073	1066813
334074	334086
334075	334087
334077	334088
334079	334091
334080	334078
334082	334076
334084	334081
334085	128146
334089	334094
334090	11969
334093	334092
334096	330183
334097	334098
334099	334101
334100	14915
334102	334103
334104	10817
334117	334105
334118	334106
334120	334108
334121	334109
334122	334110
334123	334111
334124	334112
334125	334113
334126	334114
334127	334115
334128	334116
334129	130820
334136	334131
334137	3435
334138	334132
334139	334133
334140	334134
334141	334135
334142	3434
334145	3433
334146	3432
334149	334143
334150	3431
334151	3429
334152	334148
334153	334147
334154	334144
334155	3428
334156	3427
334157	3426
334158	3425
334159	3424
334160	3423
334161	3422
334162	3421
334163	3420
334164	3419
334165	3418
334166	3417
334167	3416
334168	3415
334169	3414
334170	3413
334171	3412
334172	3411
334173	3410
334174	3409
334175	3408
334176	3407
334177	3406
334178	3405
334179	3404
334180	3403
334181	3402
334182	3401
334183	3400
334185	334184
334187	334186
334192	334190
334195	482329
334195	1074609
334198	334193
334199	334194
334200	334197
334201	334196
334202	336149
334204	1073973
334205	3399
334206	334203
334207	483936
334208	12498
334209	871703
334210	1073974
334211	690771
334212	1045789
334213	413663
334213	543541
334214	10739
334228	1073975
334231	134905
334233	1073999
334233	1074001
334234	334241
334235	134906
334236	134907
334237	134908
334238	534922
334238	1076494
334239	334229
334240	334230
334242	134909
334242	335925
334243	1074013
334247	3235
334250	334246
334251	334245
334252	334244
334254	334249
334255	131871
334256	334265
334257	10559
334258	334268
334258	1074009
334259	134464
334260	334269
334261	334270
334262	180467
334263	334271
334264	128852
334264	500874
334266	334272
334267	334273
334274	15228
334275	335940
334276	334286
334277	139646
334278	334287
334279	8454
334280	1074042
334281	334290
334282	130412
334283	1074037
334284	1074034
334285	334293
334297	334296
334298	334294
334299	334295
334300	8537
334301	1115
334302	822442
334304	334303
334317	334305
334317	1461614
334318	334306
334319	334315
334320	334316
334321	334307
334321	1461595
334321	1461596
334322	334313
334323	334312
334324	334309
334325	334308
334326	334311
334327	334310
334328	334314
334329	449890
334330	3398
334331	3397
334332	3396
334333	3395
334334	3394
334339	373428
334340	135612
334341	483939
334342	3828
334343	1074051
334378	334353
334379	334354
334380	334355
334381	334356
334382	334357
334383	334358
334384	334359
334385	334360
334386	334361
334387	334362
334388	334363
334389	334364
334390	334365
334391	334366
334392	334367
334393	334368
334394	334369
334395	334370
334396	334371
334397	334372
334398	334373
334399	334374
334400	334375
334401	334376
334402	334377
334403	4345
334404	334345
334405	334346
334406	334347
334407	334348
334408	334349
334409	334350
334411	334344
334413	334412
334413	391060
334415	3392
334416	3391
334417	3390
334418	3389
334419	3388
334420	3387
334421	3386
334422	3385
334423	3384
334424	3383
334425	3382
334426	3381
334427	3380
334429	3378
334430	3377
334431	3376
334432	3375
334433	3374
334434	3373
334435	3372
334436	3371
334437	3370
334438	3369
334439	3367
334440	3365
334442	3363
334443	3362
334444	3361
334445	3360
334446	3359
334447	3358
334448	3357
334449	3354
334450	3353
334451	3352
334452	3351
334453	3350
334454	3349
334455	3348
334456	3347
334457	3346
334458	3345
334459	3344
334460	3343
334461	3342
334462	3341
334463	3340
334467	3339
334468	3338
334469	3337
334470	3336
334471	3335
334472	3334
334473	3333
334474	3332
334475	3331
334476	3330
334477	3329
334478	3328
334479	3327
334480	3326
334481	3325
334483	3324
334484	3323
334487	3322
334488	3321
334489	3320
334493	3319
334494	3318
334497	334485
334498	334486
334499	334482
334500	334490
334502	334492
334503	130506
334504	334495
334505	334496
334506	334465
334506	1074048
334530	334507
334531	334508
334532	334509
334532	845583
334533	334510
334534	334511
334535	334512
334536	334513
334537	334514
334538	334515
334539	334516
334540	334517
334541	334518
334542	334519
334542	452167
334543	334520
334544	15738
334544	334521
334545	334522
334546	334523
334547	334524
334548	334525
334549	334526
334550	334527
334551	334528
334552	334529
334554	334557
334555	3356
334560	334559
334561	119794
334563	334562
334564	130110
334565	6557
334566	332175
334576	334568
334578	334570
334579	334571
334580	334572
334581	334573
334582	127663
334593	334583
334594	334584
334595	334585
334596	334586
334597	334587
334598	334588
334599	334589
334600	334590
334601	334591
334602	334592
334604	483953
334605	6517
334607	332168
334608	332152
334609	483949
334609	483950
334611	336145
334612	683536
334613	10612
334614	135712
334615	479727
334616	1074072
334617	127786
334618	1074069
334618	1074070
334619	1074067
334620	7170
334621	537969
334622	181719
334623	531264
334624	484003
334625	1074063
334626	12461
334628	10811
334630	334629
334631	127736
334632	3596
334633	181826
334637	353811
334641	805034
334642	668381
334643	6487
334644	237125
334645	127472
334646	128754
334647	3635
334650	3578
334653	334649
334654	334652
334656	130155
334657	334655
334659	334651
334661	334658
334662	334660
334663	7162
334667	334665
334668	334666
334672	334669
334674	334670
334677	334664
334679	334673
334679	2106886
334680	334671
334683	334675
334685	7515
334687	8821
334688	334676
334689	11845
334689	334678
334690	334681
334691	334682
334692	334684
334693	334686
334694	10298
334695	334696
334697	12033
334698	3317
334699	3316
334700	3315
334701	3314
334702	3312
334703	3311
334704	3310
334705	3309
334706	3308
334707	3307
334708	3306
334709	3305
334710	3304
334711	3303
334712	3302
334713	3301
334716	334714
334721	334715
334723	334720
334725	334719
334726	334718
334727	334717
334729	334722
334729	453703
334732	334724
334733	334728
334734	334730
334736	334731
334737	334735
334740	334738
334742	334739
334743	334741
334748	334746
334749	334745
334751	334744
334753	334750
334754	334747
334756	334752
334756	839075
334757	334755
334761	334758
334763	334759
334765	334760
334771	334764
334772	334762
334773	334766
334775	334767
334777	334768
334778	334769
334779	334770
334780	6549
334781	334774
334782	334776
334784	2879803
334787	335705
334788	7385
334790	336133
334791	134995
334792	13716
334794	134763
334795	181294
334796	133049
334798	334797
334800	131281
334802	127570
334804	132319
334806	334799
334808	334801
334810	334803
334812	334805
334814	334809
334816	334811
334817	334807
334818	334813
334820	334815
334824	334819
334827	334821
334828	334822
334830	334823
334831	334829
334833	334825
334835	334826
334839	334832
334841	334834
334843	334836
334845	334837
334848	334838
334850	334840
334852	334842
334854	334844
334855	334846
334857	334847
334858	334849
334859	334851
334861	334853
334862	334856
334863	334860
334866	601946
334867	13853
334870	134451
334870	2919054
334871	140042
334876	334872
334878	334873
334881	334874
334882	334875
334883	334877
334887	334879
334888	334880
334889	334886
334892	334884
334894	334885
334897	334890
334900	334891
334901	334893
334902	334895
334903	334896
334904	334898
334905	334899
334906	3300
334907	3299
334908	3298
334909	3297
334909	793279
334910	3296
334911	3295
334912	3294
334913	3293
334914	3291
334915	3290
334916	3289
334917	3288
334918	3287
334919	3286
334920	3285
334921	3284
334922	3283
334923	3282
334924	3281
334925	3280
334927	334926
334929	334930
334971	133864
334972	334931
334975	334932
334978	334933
334979	334934
334980	334935
334981	334936
334982	334937
334983	334938
334984	15230
334985	15231
334986	15232
334987	15237
334988	15240
334989	15243
334990	334939
334991	334940
334992	15257
334992	334941
334993	334942
334994	334943
334995	334945
334996	334946
334997	334947
334998	334948
334999	2109935
335000	334950
335001	334951
335002	334952
335003	334953
335004	8600
335005	334954
335007	334956
335008	334957
335009	334958
335010	334959
335011	334960
335012	334961
335013	334962
335014	334963
335015	334964
335016	334965
335017	334966
335018	334967
335019	334968
335020	334970
335021	334973
335022	334974
335023	334976
335024	334977
335025	133339
335026	3279
335027	3278
335028	3277
335030	15353
335033	126683
335035	15204
335037	3276
335038	3275
335039	3274
335040	3273
335041	3272
335042	3271
335043	3270
335044	3269
335045	3268
335046	901840
335047	3266
335048	3264
335049	3263
335050	3262
335051	3261
335052	3260
335053	373624
335054	3258
335055	1441
335056	3256
335057	3255
335058	3253
335058	1058604
335059	3252
335060	3251
335061	3249
335062	3248
335063	3246
335064	3245
335065	3244
335066	3243
335067	3242
335068	3241
335069	3240
335070	3239
335077	131204
335078	131203
335079	131202
335080	131201
335081	131200
335082	131198
335082	131199
335084	131197
335085	131196
335085	392104
335086	539154
335087	131194
335088	131193
335089	131192
335090	335071
335090	373371
335091	335072
335092	335073
335093	335074
335095	131210
335096	335075
335098	335076
335099	348842
335102	335097
335103	335100
335104	131191
335104	628966
335105	131190
335106	131189
335107	131188
335109	131187
335110	131186
335111	131185
335113	131184
335114	131183
335115	131182
335116	131181
335117	131180
335118	431999
335119	131178
335121	131177
335122	131176
335123	1010935
335125	134729
335126	10258
335127	335124
335128	335120
335128	1468413
335129	11574
335129	424821
335130	424747
335137	335136
335139	130553
335140	10419
335143	7876
335144	335135
335145	131173
335146	134152
335147	133153
335161	12365
335165	378637
335168	335157
335169	335158
335170	335159
335171	335160
335172	120017
335220	7492
335221	10044
335222	335174
335223	335175
335224	335176
335225	335177
335226	335178
335227	335179
335228	335180
335229	335181
335230	335182
335231	335183
335232	335184
335233	335185
335234	335186
335235	335187
335236	335188
335237	335189
335238	335190
335239	335191
335240	335192
335241	335193
335242	335194
335242	538369
335243	335195
335244	335196
335245	335197
335246	335198
335247	335199
335248	335200
335249	335201
335250	335202
335251	335203
335251	802825
335252	335204
335253	335205
335255	139373
335256	335208
335257	335209
335258	335210
335259	335211
335260	335212
335261	335213
335262	335214
335263	335215
335264	335219
335265	336134
335266	818033
335267	138855
335270	446506
335271	4219
335272	335281
335273	136675
335276	180972
335276	425341
335277	12231
335280	134840
335283	335282
335284	180724
335306	335285
335307	335286
335308	335287
335309	335288
335310	12967
335311	335289
335312	335290
335313	335291
335314	335292
335315	335293
335316	335294
335317	335295
335318	335296
335319	335297
335320	335298
335321	335299
335322	335300
335323	335301
335324	335302
335325	335303
335326	335304
335327	335305
335328	131095
335330	335329
335332	13103
335334	335331
335337	335333
335339	335335
335341	335336
335342	335338
335344	335340
335345	335343
335347	335346
335358	335348
335359	335349
335360	335350
335361	335351
335362	335352
335363	135864
335364	7557
335365	335374
335367	130454
335369	139760
335370	335375
335380	335371
335381	373345
335383	335376
335384	335377
335385	335378
335386	335379
335387	181279
335389	6307
335397	132546
335398	13642
335400	1406471
335404	335681
335405	336139
335406	484111
335408	532508
335409	336217
335410	180843
335411	556432
335412	9429
335414	15497
335415	11884
335416	10249
335417	9001
335418	463990
335484	484125
335485	484123
335486	335423
335487	335424
335488	335425
335489	335426
335490	335427
335491	335428
335492	335429
335493	335430
335494	335431
335495	335432
335496	335433
335497	335434
335498	335435
335499	335436
335500	335437
335501	335438
335502	335439
335503	335440
335504	335441
335505	335442
335506	335443
335507	335444
335508	335445
335509	335446
335510	335447
335511	335448
335512	335449
335513	335450
335514	335451
335515	12018
335516	335453
335517	335454
335518	335455
335519	335456
335520	335457
335521	335458
335522	335459
335523	335460
335524	335461
335525	335462
335526	335463
335527	335464
335528	335465
335529	335466
335530	425815
335531	335468
335532	335469
335533	335470
335535	335534
335536	335471
335537	11401
335538	335473
335539	335474
335540	335475
335541	335476
335542	335477
335543	335478
335544	335479
335545	335480
335546	335481
335547	335482
335548	335483
335607	335549
335608	335550
335609	335551
335610	335552
335611	335553
335612	335554
335613	335555
335613	795949
335614	335556
335615	335557
335616	335558
335619	335559
335620	839051
335622	14168
335623	139265
335624	399656
335625	566192
335625	830550
335678	15039
335680	6337
335709	3217
335715	335683
335716	335697
335717	335700
335718	335701
335719	335702
335720	335703
335721	335704
335722	6830
335723	7326
335730	4162
335818	335731
335819	335732
335820	335733
335821	335735
335822	335736
335823	335738
335824	335739
335825	335740
335826	335741
335827	335742
335828	335743
335829	335737
335830	335744
335831	335745
335832	335746
335833	335747
335834	335748
335835	335749
335836	335750
335837	335751
335838	335752
335839	335753
335840	335754
335841	335755
335842	335756
335843	335757
335844	335758
335845	335759
335846	335760
335847	335761
335848	335762
335849	335763
335850	335764
335851	335734
335852	335765
335853	335766
335854	1461542
335856	335769
335857	335770
335858	335771
335859	335772
335860	335773
335861	335774
335862	335775
335863	335776
335864	335777
335866	6283
335867	8137
335868	335783
335869	335784
335870	335785
335871	335782
335872	332197
335873	1383490
335875	7073
335876	335787
335877	335788
335878	12727
335879	335790
335880	335791
335881	335792
335882	335793
335883	335794
335884	335795
335885	335796
335886	335797
335887	335798
335888	335799
335888	879831
335889	335800
335890	335801
335891	335802
335892	335803
335893	335804
335894	335805
335895	335806
335896	335807
335897	335808
335898	335809
335899	335810
335900	335811
335901	335812
335902	335813
335903	335814
335904	335815
335905	335816
335906	335817
335928	335907
335929	335908
335930	335909
335931	335910
335932	335911
335933	335912
335934	335913
335935	335917
335936	335918
335937	335919
335938	335920
336002	335943
336003	335944
336004	335945
336005	335946
336006	335947
336007	335948
336008	335949
336009	335950
336010	335951
336011	335952
336012	335953
336013	335954
336014	335955
336015	335956
336016	335957
336017	335958
336018	335959
336019	335960
336020	335961
336021	335962
336022	335963
336023	335964
336024	335965
336025	335966
336026	335967
336027	335968
336028	335969
336029	335970
336030	335971
336031	335972
336032	335973
336033	335974
336034	335975
336035	335976
336036	335977
336037	335978
336038	335979
336039	335980
336040	335981
336041	335982
336043	335984
336044	335985
336045	335986
336046	335987
336047	15096
336048	7995
336071	331826
336072	331828
336073	331829
336074	331830
336075	331831
336076	331834
336077	331835
336078	331836
336079	331837
336080	331838
336081	331839
336082	331840
336083	331841
336084	331842
336085	331843
336086	331844
336087	331845
336088	331846
336089	331847
336090	331848
336091	331849
336092	331850
336093	331851
336094	331852
336095	331853
336096	331854
336097	331855
336098	331856
336099	331857
336100	331858
336101	336052
336102	336053
336103	336054
336104	336055
336105	395878
336108	338040
336110	14512
336111	336068
336112	336069
336175	333628
336176	130796
336178	336177
336181	7856
336184	336173
336185	484228
336206	336205
336218	336137
336219	336138
336228	131285
336229	131314
336230	132723
336231	10501
336232	3477
336234	7808
336235	7809
336236	10476
336237	181950
336238	13849
336239	3881
336240	7287
336241	10615
336242	336171
336243	336172
336244	128346
336245	336263
336246	336264
336247	336265
336248	14024
336249	336266
336250	336267
336253	336210
336254	132082
336255	336269
336256	336270
336258	457886
336260	1461599
336261	839067
336262	8547
336274	336259
336421	336402
336422	133375
336425	133837
336426	15538
336427	336404
336428	336392
336429	839058
336432	336475
336434	336478
336438	336489
336439	131132
336440	130268
336441	133256
336442	135512
336443	336490
336445	330976
336447	336499
336447	1164113
336453	336512
336454	130880
336455	336513
336455	484247
336457	133406
336461	336534
336463	10912
336464	336542
336465	330018
336466	15166
336467	433195
336469	336575
336470	336576
336477	13436
336483	13725
336485	237133
336497	336593
336505	336601
336506	336603
336507	10228
336508	336607
336508	1461601
336581	336610
336586	336617
336597	1388509
336599	630595
336600	336717
336606	336726
336613	11213
336618	537792
336619	12133
336620	14061
336623	336737
336626	336740
336627	336741
336628	336742
336629	335445
336629	336743
336630	336744
336631	336745
336636	336750
336638	136662
336639	7100
336640	12052
336641	12797
336643	134878
336644	336753
336647	1074811
336648	136137
336649	336876
336651	336879
336652	336394
336654	132828
336656	336411
336657	336412
336658	336413
336659	336415
336660	336416
336661	336417
336662	336418
336663	336419
336665	12704
336669	11477
336670	336895
336671	336896
336671	839766
336672	10994
336673	336899
336674	139267
336677	336901
336679	484293
336680	12402
336687	336918
336689	453558
336692	336931
336693	336932
336695	336934
336697	336944
336698	336414
336698	867666
336698	867668
336702	336948
336703	336949
336706	336701
336712	336983
336715	336984
336718	336985
336719	336986
336720	336987
336724	336989
336725	336990
336728	14027
336730	336991
336851	336993
336854	336996
336855	336997
336856	336998
336857	336999
336859	9271
336861	337003
336862	337004
336863	337005
336865	337007
336869	337011
336871	3473
336874	337016
336888	1170468
336889	9712
336894	337027
336894	457197
336897	337028
336903	337029
336906	9950
336910	337032
336917	337034
336921	337037
336940	380668
336941	337047
336946	13571
336950	15573
336954	337101
336955	337104
336957	337110
336958	337118
336962	15354
336963	130439
336964	132624
336964	337049
336967	138828
336968	182144
336975	337128
336977	129605
336977	129607
336977	139217
337219	484705
337223	127801
337228	334934
337230	339372
337237	465115
337238	484709
337246	584753
337249	484724
337250	3848
337275	461971
337278	12584
337286	180427
337304	14824
337305	12498
337312	484773
337313	181470
337323	939477
337325	1101085
337327	337360
337328	9683
337331	12678
337333	692121
337336	1114185
337337	130418
337471	11127
337473	787871
337720	4052
337871	132298
337872	337860
337873	337861
337874	337862
337874	829076
337875	337863
337876	337864
337877	337865
337878	337866
337879	337867
337880	337869
337881	132299
337889	237208
337918	337919
337972	376667
337975	1076755
337981	337982
337981	1070001
338028	338030
338180	338179
338275	338276
338384	338382
338395	13719
338405	338406
338409	338411
338410	338412
338413	13253
338415	8599
338416	338418
338417	338419
338629	13923
338630	12871
338631	181473
338631	338635
338632	338636
338634	338637
338638	134980
338639	338640
338646	338645
338739	1110564
338757	135235
338786	3530
338803	469819
338803	469820
338808	1502949
338810	4210
338827	9495
338929	8384
338932	135443
338960	338017
338964	389659
338971	485196
338977	338984
338981	338976
338985	338990
339202	128121
339219	418492
339223	337832
339226	134451
339227	485234
339233	485278
339236	435206
339240	13073
